2.000000 9.985000 48.451645 48.378968 2.178364 
2.000000 9.975000 48.451645 48.330516 2.178364 
2.000000 9.965000 48.451645 48.282064 2.178364 
2.000000 9.955000 48.451645 48.233613 2.178364 
2.000000 9.945000 48.451645 48.185161 2.178364 
2.000000 9.935000 48.451645 48.136709 2.178364 
2.000000 9.925000 48.451645 48.088258 2.178364 
2.000000 9.915000 48.451645 48.039806 2.178364 
2.000000 9.905000 48.451645 47.991354 2.178364 
2.000000 9.895000 48.451645 47.942903 2.178364 
2.000000 9.885000 48.451645 47.894451 2.178364 
2.000000 9.875000 48.451645 47.846000 2.178364 
2.000000 9.865000 48.451645 47.797548 2.178364 
2.000000 9.855000 48.451645 47.749096 2.178364 
2.000000 9.845000 48.451645 47.700645 2.178364 
2.000000 9.835000 48.451645 47.652193 2.178364 
2.000000 9.825000 48.451645 47.603741 2.178364 
2.000000 9.815000 48.451645 47.555290 2.178364 
2.000000 9.805000 48.451645 47.506838 2.178364 
2.000000 9.795000 48.451645 47.458386 2.178364 
2.000000 9.785000 48.451645 47.409935 2.178364 
2.000000 9.775000 48.451645 47.361483 2.178364 
2.000000 9.765000 48.451645 47.313031 2.178364 
2.000000 9.755000 48.451645 47.264580 2.178364 
2.000000 9.745000 48.451645 47.216128 2.178364 
2.000000 9.735000 48.451645 47.167676 2.178364 
2.000000 9.725000 48.451645 47.119225 2.178364 
2.000000 9.715000 48.451645 47.070773 2.178364 
2.000000 9.705000 48.451645 47.022322 2.178364 
2.000000 9.695000 48.451645 46.973870 2.178364 
2.000000 9.685000 48.451645 46.925418 2.178364 
2.000000 9.675000 48.451645 46.876967 2.178364 
2.000000 9.665000 48.451645 46.828515 2.178364 
2.000000 9.655000 48.451645 46.780063 2.178364 
2.000000 9.645000 48.451645 46.731612 2.178364 
2.000000 9.635000 48.451645 46.683160 2.178364 
2.000000 9.625000 48.451645 46.634708 2.178364 
2.000000 9.615000 48.451645 46.586257 2.178364 
2.000000 9.605000 48.451645 46.537805 2.178364 
2.000000 9.595000 48.451645 46.489353 2.178364 
2.000000 9.585000 48.451645 46.440902 2.178364 
2.000000 9.575000 48.451645 46.392450 2.178364 
2.000000 9.565000 48.451645 46.343999 2.178364 
2.000000 9.555000 48.451645 46.295547 2.178364 
2.000000 9.545000 48.451645 46.247095 2.178364 
2.000000 9.535000 48.451645 46.198644 2.178364 
2.000000 9.525000 48.451645 46.150192 2.178364 
2.000000 9.515000 48.451645 46.101740 2.178364 
2.000000 9.505000 48.451645 46.053289 2.178364 
2.000000 9.495000 48.451645 46.004837 2.178364 
2.000000 9.485000 48.451645 45.956385 2.178364 
2.000000 9.475000 48.451645 45.907934 2.178364 
2.000000 9.465000 48.451645 45.859482 2.178364 
2.000000 9.455000 48.451645 45.811030 2.178364 
2.000000 9.445000 48.451645 45.762579 2.178364 
2.000000 9.435000 48.451645 45.714127 2.178364 
2.000000 9.425000 48.451645 45.665675 2.178364 
2.000000 9.415000 48.451645 45.617224 2.178364 
